record,yr,mo,dy,date,time,st,mag,inj,fat,slat,slon,elat,elon,len,wid
278,1968,6,7,6/7/1968,13:25:00,SC,0,0,0,32.8,-79.73,0,0,0.1,10
279,1968,6,7,6/7/1968,14:30:00,NC,2,0,0,35,-80.58,35.2,-80.75,16.7,200
280,1968,7,2,7/2/1968,13:00:00,NC,1,0,0,36.25,-80.7,0,0,0.1,10
281,1968,7,12,7/12/1968,1:00:00,NC,1,0,0,35.07,-77.05,0,0,0.1,10
282,1968,8,8,8/8/1968,12:30:00,SC,1,0,0,33.82,-78.72,0,0,0.6,27
283,1968,11,4,11/4/1968,16:05:00,SC,1,0,0,34.17,-79.77,0,0,0.8,40
284,1968,12,7,12/7/1968,18:00:00,SC,2,0,0,34.08,-78.93,0,0,0.3,13
285,1969,4,18,4/18/1969,13:45:00,SC,1,0,0,34.3,-80.5,34.33,-80.43,4.7,100
286,1969,4,18,4/18/1969,14:00:00,SC,3,3,0,34.42,-80.13,34.97,-78.95,77.3,440
287,1969,4,18,4/18/1969,14:30:00,SC,2,0,0,35.02,-81.7,0,0,0.5,83
288,1969,4,18,4/18/1969,15:15:00,NC,3,1,0,34.95,-78.5,35.15,-78.12,25.8,300
289,1969,4,18,4/18/1969,16:00:00,SC,1,0,0,34.28,-81.68,0,0,2,83
290,1969,4,18,4/18/1969,16:45:00,NC,2,0,0,35.1,-80.53,35.3,-80.12,27.3,300
291,1969,4,18,4/18/1969,17:05:00,SC,2,0,0,34.47,-80.8,0,0,0.8,67
292,1969,4,18,4/18/1969,18:15:00,NC,2,1,0,35.87,-79.6,0,0,0.1,10
293,1969,4,18,4/18/1969,19:05:00,SC,1,0,0,34.42,-80.07,0,0,1,100
294,1969,4,19,4/19/1969,3:14:00,NC,2,0,0,35,-77,0,0,0.1,10
295,1969,5,18,5/18/1969,21:00:00,SC,1,0,0,35.02,-81.8,0,0,0.1,50
296,1969,8,5,8/5/1969,4:00:00,NC,2,0,0,34.6,-77.9,0,0,0.3,50
297,1969,8,15,8/15/1969,14:19:00,SC,0,0,0,34.85,-82.25,0,0,0.1,10
298,1969,8,15,8/15/1969,14:26:00,SC,0,0,0,34.85,-82.25,0,0,0.1,10
299,1969,10,1,10/1/1969,22:45:00,SC,1,0,0,34.62,-80.87,0,0,0.5,17
300,1969,10,2,10/2/1969,4:30:00,SC,0,0,0,34.52,-79.85,0,0,0.1,10
301,1969,10,2,10/2/1969,12:00:00,NC,2,0,0,36.45,-78,36.5,-77.92,5.6,100
302,1969,10,2,10/2/1969,13:30:00,NC,1,0,0,35.95,-77.9,0,0,0.1,10
303,1969,10,2,10/2/1969,16:00:00,NC,1,0,0,35.93,-76.93,36.2,-76.78,20.2,10
304,1970,5,25,5/25/1970,12:15:00,SC,1,0,0,32.78,-79.98,0,0,0.5,10
305,1970,8,1,8/1/1970,19:00:00,NC,1,1,0,35,-80.4,0,0,2,100
306,1970,8,18,8/18/1970,15:45:00,NC,1,0,0,35.9,-79.98,0,0,0.1,10
307,1971,1,5,1/5/1971,2:30:00,NC,2,0,0,35.25,-78.92,0,0,1.5,150
308,1971,2,22,2/22/1971,15:20:00,SC,1,0,0,33.62,-80.8,33.72,-80.63,11.9,80
309,1971,2,22,2/22/1971,16:30:00,NC,3,60,2,35.08,-78.92,35.7,-77.6,85.7,500
310,1971,3,3,3/3/1971,10:40:00,SC,1,0,0,33.48,-80.88,33.55,-80.83,5.6,40
311,1971,3,15,3/15/1971,14:30:00,NC,1,0,0,35.2,-79.03,35.23,-77.9,64,50
312,1971,5,12,5/12/1971,15:30:00,SC,1,0,0,34.43,-81,0,0,0.3,30
313,1971,5,13,5/13/1971,8:50:00,NC,2,0,0,35.12,-77.2,35.55,-76.62,44.4,300
314,1971,9,12,9/12/1971,14:30:00,SC,1,0,0,33.83,-80.83,0,0,1,60
315,1972,1,10,1/10/1972,2:30:00,SC,1,0,0,33.92,-82.25,0,0,2,100
316,1972,1,10,1/10/1972,14:05:00,SC,1,3,0,34.05,-81.22,34.08,-81.12,6,77
317,1972,1,13,1/13/1972,16:10:00,SC,1,0,0,33.28,-81.45,33.35,-81.3,9.9,100
318,1972,3,21,3/21/1972,23:30:00,SC,1,0,0,33.48,-80.5,33.52,-80.45,3.8,77
319,1972,5,15,5/15/1972,19:58:00,NC,3,4,0,35.58,-77.52,35.6,-77.37,8.5,120
320,1972,8,1,8/1/1972,5:30:00,NC,0,0,0,34.2,-77.93,0,0,0.1,10
321,1972,8,8,8/8/1972,15:00:00,SC,0,0,0,33.5,-80.22,33.55,-80.2,3.3,60
322,1972,9,30,9/30/1972,16:00:00,NC,0,0,0,34.75,-76.68,0,0,0.1,10
323,1972,10,24,10/24/1972,16:06:00,NC,2,0,0,34.75,-77.38,0,0,0.7,150
324,1973,3,31,3/31/1973,18:20:00,SC,4,30,7,34.08,-82.57,34.27,-82.25,22.6,200
325,1973,3,31,3/31/1973,19:00:00,SC,2,0,0,34.77,-82.62,34.87,-82.43,12.4,100
326,1973,4,7,4/7/1973,17:00:00,SC,1,0,0,34.1,-78.98,0,0,2,100
327,1973,4,26,4/26/1973,23:18:00,NC,1,0,0,34.38,-77.72,0,0,1.5,100
328,1973,4,27,4/27/1973,3:15:00,NC,2,1,1,35.47,-76.7,0,0,0.5,123
329,1973,5,11,5/11/1973,17:00:00,NC,1,0,0,35.3,-79.8,0,0,0.1,10
330,1973,5,11,5/11/1973,21:00:00,SC,1,0,0,33.67,-80.12,0,0,0.2,27
331,1973,5,17,5/17/1973,17:00:00,NC,1,0,0,35.47,-78.75,0,0,0.1,10
332,1973,5,20,5/20/1973,9:15:00,NC,2,2,0,36.37,-76.2,36.38,-76.15,2.7,10
333,1973,5,23,5/23/1973,11:30:00,NC,1,0,0,35.72,-77,0,0,1,10
334,1973,5,23,5/23/1973,21:30:00,NC,1,2,0,35.58,-81.2,0,0,0.1,10
335,1973,5,24,5/24/1973,15:00:00,NC,1,0,0,35.35,-79.32,0,0,0.1,10
336,1973,5,24,5/24/1973,15:20:00,SC,2,2,0,34.97,-81.27,0,0,2,67
337,1973,5,24,5/24/1973,16:00:00,SC,1,0,0,34.2,-80.22,0,0,0.5,30
338,1973,5,24,5/24/1973,17:00:00,SC,1,0,0,33.38,-81.25,33.48,-80.78,27.8,33
339,1973,5,24,5/24/1973,20:30:00,NC,1,0,0,36.07,-76.62,0,0,0.1,10
340,1973,5,27,5/27/1973,17:20:00,SC,3,40,0,34.77,-82.43,35.3,-81.6,60.2,150
341,1973,5,27,5/27/1973,17:30:00,NC,1,1,0,36.52,-81.13,0,0,0.1,10
342,1973,5,27,5/27/1973,18:00:00,NC,1,0,0,35.63,-81.35,35.88,-80.88,31.3,300
343,1973,5,27,5/27/1973,19:15:00,NC,0,0,0,35.38,-81.83,0,0,0.1,10
344,1973,5,27,5/27/1973,19:30:00,SC,2,1,0,34.8,-83.28,34.95,-82.93,22.5,200
345,1973,5,27,5/27/1973,19:30:00,SC,2,7,0,34.3,-82.52,34.4,-82.35,11.8,100
346,1973,5,27,5/27/1973,20:00:00,NC,1,0,0,35.92,-81.67,35.98,-81.5,10.4,100
347,1973,5,27,5/27/1973,20:30:00,NC,0,0,0,35.47,-81.33,0,0,0.1,10
348,1973,5,27,5/27/1973,21:00:00,SC,2,0,0,34.88,-82.78,34.98,-82.38,23.6,150
349,1973,5,27,5/27/1973,21:30:00,SC,2,0,0,34.87,-82.98,0,0,1,100
350,1973,5,27,5/27/1973,23:05:00,NC,1,3,0,36.3,-81.03,36.45,-80.48,32.3,10
351,1973,5,28,5/28/1973,0:01:00,NC,0,2,0,36.17,-80.3,0,0,0.1,10
352,1973,5,28,5/28/1973,5:00:00,NC,2,0,0,35.2,-80.98,35.3,-80.87,9.6,100
353,1973,5,28,5/28/1973,5:00:00,NC,0,0,0,35.28,-80.63,0,0,0.1,10
354,1973,5,28,5/28/1973,14:00:00,NC,0,0,0,35.33,-79.82,0,0,0.1,10
355,1973,5,28,5/28/1973,15:00:00,NC,1,2,0,35.98,-78.53,36.05,-78.48,6.4,10
356,1973,5,28,5/28/1973,15:30:00,SC,1,0,0,34.8,-82.42,0,0,0.5,90
357,1973,5,28,5/28/1973,16:30:00,SC,2,0,0,35.1,-81.1,0,0,2,100
358,1973,5,28,5/28/1973,17:00:00,NC,1,1,0,35.22,-80.93,0,0,0.1,50
359,1973,5,28,5/28/1973,17:00:00,NC,1,0,0,35.88,-80.07,35.88,-79.98,4,10
360,1973,5,28,5/28/1973,18:00:00,NC,0,0,0,35.2,-80.53,0,0,0.1,10
361,1973,5,28,5/28/1973,18:00:00,NC,0,0,0,35.27,-81.18,0,0,0.1,10
362,1973,5,28,5/28/1973,18:30:00,NC,1,0,0,36.02,-77.4,36.37,-77.37,24.1,10
363,1973,5,28,5/28/1973,19:45:00,NC,1,1,0,36.38,-77,0,0,0.1,10
364,1973,5,28,5/28/1973,20:00:00,NC,0,0,0,35.97,-77.8,0,0,1,10
365,1973,5,29,5/29/1973,2:00:00,NC,0,0,0,35.85,-78.37,0,0,0.1,10
366,1973,5,29,5/29/1973,2:00:00,NC,0,0,0,36.18,-77.22,0,0,0.1,10
367,1973,5,29,5/29/1973,4:00:00,NC,1,0,0,35.23,-78.72,0,0,0.1,10
368,1973,5,29,5/29/1973,5:00:00,NC,1,0,0,35.53,-78.33,35.57,-78.02,17.9,10
369,1973,5,29,5/29/1973,12:00:00,SC,1,0,0,32.38,-80.62,32.43,-80.52,6.8,30
370,1973,5,29,5/29/1973,13:30:00,NC,0,0,0,35.58,-77.35,35.77,-77.3,12.9,10
371,1973,5,29,5/29/1973,13:50:00,NC,0,0,0,35.45,-77.63,0,0,0.1,10
372,1973,6,13,6/13/1973,15:00:00,NC,0,0,0,34.52,-77.98,0,0,0.1,10
373,1973,6,17,6/17/1973,18:00:00,NC,1,2,0,35.85,-80.3,0,0,0.1,10
374,1973,8,3,8/3/1973,13:00:00,SC,1,0,0,34.2,-79.73,0,0,0.1,17
375,1973,9,14,9/14/1973,15:00:00,NC,2,0,0,35.83,-76.75,35.9,-76.57,11.2,300
376,1973,9,14,9/14/1973,16:00:00,NC,1,0,0,35.22,-77.5,35.25,-77.42,5.2,67
377,1973,11,21,11/21/1973,9:10:00,SC,2,0,0,34.48,-82.65,0,0,0.3,50
378,1973,12,13,12/13/1973,14:10:00,SC,3,3,0,34.27,-82.17,34.28,-81.98,10.7,200
379,1973,12,13,12/13/1973,14:25:00,SC,3,26,0,34.13,-82.17,34.18,-81.87,17.7,150
380,1973,12,13,12/13/1973,14:30:00,SC,4,0,2,34.18,-82.02,0,0,1,50
381,1973,12,13,12/13/1973,15:03:00,SC,3,5,1,34.2,-81.72,34.23,-81.42,17.3,200
382,1973,12,13,12/13/1973,16:16:00,SC,2,0,0,34.2,-81.53,34.2,-81,30.5,80
383,1973,12,13,12/13/1973,16:45:00,SC,2,0,0,34.17,-81.4,34.17,-81.33,3.8,20
384,1974,2,22,2/22/1974,4:00:00,SC,1,0,0,33.9,-81.55,0,0,1,30
385,1974,3,12,3/12/1974,14:15:00,SC,1,0,0,32.98,-80.1,0,0,0.3,30
386,1974,3,21,3/21/1974,5:15:00,SC,1,1,0,33.87,-82.33,33.9,-82.27,4.7,100
387,1974,3,21,3/21/1974,5:55:00,SC,1,1,0,33.78,-81.72,0,0,1,50
388,1974,3,21,3/21/1974,6:40:00,SC,1,1,0,33.65,-80.8,0,0,0.5,77
389,1974,4,2,4/2/1974,0:01:00,NC,1,0,0,35.07,-84.03,35.22,-83.8,16.8,10
390,1974,4,2,4/2/1974,1:53:00,NC,1,10,1,35.35,-81.33,35.38,-81.17,9.7,100
391,1974,4,3,4/3/1974,7:00:00,NC,1,0,0,35.75,-81.7,35.78,-81.58,6.9,10
392,1974,4,3,4/3/1974,15:00:00,NC,1,0,0,35.12,-82.83,0,0,1,30
393,1974,4,3,4/3/1974,16:00:00,NC,1,0,0,35.05,-83.95,0,0,0.1,10
394,1974,4,3,4/3/1974,18:05:00,NC,2,11,2,35.27,-83.98,35.38,-83.58,24.1,10
395,1974,4,4,4/4/1974,7:00:00,NC,2,0,0,35.82,-81.53,35.87,-81.45,5.7,10
396,1974,4,4,4/4/1974,7:00:00,NC,0,0,0,35.03,-83.97,35.17,-83.92,9.7,10
397,1974,4,8,4/8/1974,15:33:00,SC,3,0,0,34.42,-82.75,0,0,1,100
398,1974,4,8,4/8/1974,16:00:00,SC,1,0,0,34.4,-82.75,0,0,0.3,90
399,1974,4,8,4/8/1974,21:30:00,SC,1,0,0,33.58,-79,0,0,0.3,30
400,1974,4,13,4/13/1974,12:30:00,NC,1,0,0,35.17,-77.5,35.2,-77.42,5.6,33
401,1974,5,12,5/12/1974,5:45:00,SC,1,2,0,33.02,-80.18,0,0,1.5,300
402,1974,5,26,5/26/1974,21:30:00,SC,1,1,6,33.5,-79.03,0,0,3,300
403,1974,5,26,5/26/1974,23:10:00,NC,1,2,0,34.78,-76.73,0,0,1,40
404,1974,5,26,5/26/1974,23:30:00,NC,1,0,0,34.8,-76.42,0,0,0.5,80
405,1974,5,26,5/26/1974,23:32:00,NC,1,0,0,34.93,-76.3,0,0,1,123
406,1974,5,27,5/27/1974,0:01:00,NC,2,0,0,34.93,-76.28,0,0,2.8,350
407,1974,6,1,6/1/1974,13:55:00,NC,2,1,0,34.93,-77.78,0,0,0.1,10
408,1974,6,1,6/1/1974,18:45:00,NC,2,0,0,34.82,-78.05,0,0,0.1,10
409,1974,6,1,6/1/1974,20:45:00,NC,1,0,0,36.13,-81.05,0,0,1,10
410,1974,8,2,8/2/1974,11:00:00,NC,0,0,0,35.17,-79.05,0,0,0.1,10
411,1974,8,3,8/3/1974,16:30:00,NC,0,0,0,35.52,-81.25,0,0,0.1,10
412,1974,9,6,9/6/1974,13:30:00,NC,1,2,0,34.38,-78.77,0,0,0.1,10
413,1974,11,30,11/30/1974,1:23:00,SC,0,0,0,32.82,-81.23,0,0,0.3,33
414,1974,12,25,12/25/1974,3:55:00,NC,1,0,0,35.03,-83.8,35.07,-83.62,11,17
415,1975,1,10,1/10/1975,20:30:00,NC,2,0,0,35.15,-82.83,35.2,-82.8,4.3,20
416,1975,2,16,2/16/1975,15:30:00,NC,1,1,0,34.87,-79,0,0,0.1,77
417,1975,2,18,2/18/1975,16:20:00,SC,2,5,0,33.37,-81.42,33.37,-81.37,3.3,67
418,1975,3,12,3/12/1975,14:30:00,NC,0,0,0,35.37,-83.15,0,0,0.1,10
419,1975,3,14,3/14/1975,0:30:00,NC,1,0,0,35.6,-80.97,0,0,0.1,20
420,1975,3,14,3/14/1975,11:30:00,NC,2,20,0,34.97,-78.07,35.65,-76.67,32.6,100
421,1975,3,19,3/19/1975,6:50:00,NC,1,1,0,36.2,-79.28,0,0,2,67
422,1975,3,24,3/24/1975,9:25:00,SC,1,5,0,34.95,-82.55,35,-82.38,10.6,200
423,1975,3,24,3/24/1975,9:30:00,NC,1,0,0,35.37,-81.92,35.32,-81.73,10.9,50
424,1975,3,24,3/24/1975,11:15:00,SC,1,5,0,34.97,-81.03,35.02,-80.88,9.1,100
425,1975,3,24,3/24/1975,11:50:00,NC,1,1,0,35.87,-80.08,35.83,-79.97,7.1,67
426,1975,3,24,3/24/1975,12:10:00,SC,1,3,0,34.6,-79.87,0,0,1,50
427,1975,3,24,3/24/1975,12:15:00,NC,2,1,0,34.98,-80.37,35.33,-80.03,30.6,100
428,1975,3,24,3/24/1975,12:30:00,NC,1,0,0,34.98,-79.27,35.03,-79.08,11,33
429,1975,5,15,5/15/1975,12:00:00,SC,1,0,0,34.62,-81.12,0,0,0.1,10
430,1975,5,15,5/15/1975,13:50:00,SC,1,0,0,34.33,-81.62,0,0,0.1,10
431,1975,5,15,5/15/1975,14:30:00,NC,1,0,0,35.17,-81.35,0,0,0.1,10
432,1975,5,15,5/15/1975,15:30:00,NC,1,1,0,35.37,-81.17,0,0,0.1,10
433,1975,5,15,5/15/1975,16:30:00,NC,1,0,0,35.57,-79.47,0,0,0.1,10
434,1975,5,15,5/15/1975,17:10:00,NC,1,0,0,34.72,-79.13,0,0,0.2,100
435,1975,5,15,5/15/1975,17:47:00,NC,1,0,0,34.83,-79.17,0,0,0.1,10
436,1975,5,15,5/15/1975,18:30:00,NC,1,6,0,35.32,-78.67,0,0,1,100
437,1975,5,18,5/18/1975,1:00:00,NC,2,0,0,35.38,-81.83,0,0,0.1,10
438,1975,5,18,5/18/1975,16:30:00,NC,1,0,0,35.32,-81.85,0,0,0.1,10
439,1975,5,23,5/23/1975,12:00:00,NC,1,0,0,35.42,-78,0,0,0.1,10
440,1975,5,24,5/24/1975,18:25:00,NC,1,0,0,34.33,-78.22,0,0,0.1,10
441,1975,5,25,5/25/1975,19:30:00,NC,1,0,0,35.6,-80.98,0,0,0.1,10
442,1975,5,31,5/31/1975,18:00:00,NC,1,0,0,36.25,-81.18,0,0,0.1,10
443,1975,6,6,6/6/1975,18:00:00,NC,0,0,0,35.42,-80.58,0,0,0.1,10
444,1975,6,19,6/19/1975,13:30:00,NC,1,0,0,35.9,-80.83,0,0,0.1,10
445,1975,7,8,7/8/1975,14:00:00,NC,0,0,0,35.92,-75.7,0,0,0.5,10
446,1975,7,11,7/11/1975,16:30:00,NC,1,0,0,34.47,-77.6,0,0,0.1,33
447,1975,7,13,7/13/1975,14:00:00,NC,1,1,0,36.1,-79.28,0,0,0.1,10
448,1975,7,13,7/13/1975,16:00:00,SC,0,0,0,34.7,-80.18,0,0,0.3,50
449,1975,9,7,9/7/1975,14:45:00,NC,0,0,0,33.9,-78.25,0,0,0.1,10
450,1975,9,8,9/8/1975,12:20:00,NC,1,0,0,34.82,-77.82,0,0,0.6,100
451,1975,9,17,9/17/1975,14:30:00,SC,2,0,0,33.28,-81.82,0,0,1,37
452,1975,10,8,10/8/1975,14:25:00,NC,1,0,0,35.23,-80.63,0,0,0.1,50
453,1975,10,17,10/17/1975,7:35:00,NC,1,0,0,35.4,-82.57,0,0,0.1,20
454,1975,10,17,10/17/1975,12:00:00,NC,1,0,0,33.88,-77.97,0,0,2,27
455,1975,11,12,11/12/1975,16:30:00,SC,2,4,0,34.67,-81.87,0,0,0.7,50
456,1975,11,12,11/12/1975,19:15:00,SC,2,7,0,34,-81.02,0,0,2,50
457,1975,11,12,11/12/1975,20:35:00,SC,1,3,0,34.47,-80.25,0,0,0.5,50
458,1975,12,31,12/31/1975,15:30:00,NC,1,0,0,35.23,-80.12,0,0,0.1,27
459,1975,12,31,12/31/1975,16:00:00,NC,1,0,0,35.58,-78.8,0,0,0.1,20
460,1975,12,31,12/31/1975,16:15:00,NC,0,0,0,36,-78.92,0,0,0.1,10
461,1976,2,18,2/18/1976,12:30:00,NC,1,0,0,35.5,-83.25,0,0,2,40
462,1976,2,18,2/18/1976,12:45:00,NC,1,0,0,35.2,-83.47,35.23,-83.42,3.8,50
463,1976,2,18,2/18/1976,13:05:00,NC,1,0,0,35.53,-82.95,0,0,1,50
464,1976,2,18,2/18/1976,13:30:00,NC,1,0,0,35.75,-82.47,35.77,-82.42,3,50
465,1976,2,18,2/18/1976,13:35:00,NC,1,0,0,35.55,-82.67,0,0,0.5,40
466,1976,2,18,2/18/1976,13:45:00,NC,1,0,0,35.3,-82.38,0,0,6,30
467,1976,2,18,2/18/1976,16:00:00,NC,1,2,0,36.4,-79.78,36.47,-79.73,5.2,33
468,1976,3,8,3/8/1976,23:30:00,SC,1,1,0,32.8,-79.9,0,0,0.5,10
469,1976,3,16,3/16/1976,9:00:00,SC,1,0,0,33.43,-80.93,0,0,0.1,30
470,1976,3,16,3/16/1976,10:40:00,SC,1,3,0,33.82,-79.12,0,0,2,40
471,1976,5,7,5/7/1976,15:00:00,SC,1,0,0,33.43,-79.1,0,0,0.2,13
472,1976,5,15,5/15/1976,0:20:00,SC,2,3,0,33.47,-81.03,33.52,-81.05,3.8,40
473,1976,5,15,5/15/1976,1:30:00,SC,2,3,1,34.03,-81,34.08,-80.98,3.8,40
474,1976,5,15,5/15/1976,8:30:00,SC,1,0,0,34.37,-80.18,34.47,-80.18,6.9,30
475,1976,5,15,5/15/1976,9:45:00,NC,2,4,0,34.83,-80.05,35,-79.95,12.8,67
476,1976,5,15,5/15/1976,11:10:00,NC,2,7,0,35.27,-79.97,35.52,-79.83,18.8,400
477,1976,5,15,5/15/1976,12:00:00,NC,0,0,0,35.72,-80.82,0,0,0.1,10
478,1976,5,15,5/15/1976,15:50:00,NC,2,4,3,34.58,-79.28,34.72,-79.22,10.1,33
479,1976,5,18,5/18/1976,12:35:00,SC,1,1,0,33.02,-80.18,0,0,1,53
480,1976,5,18,5/18/1976,14:55:00,NC,1,0,0,33.88,-78,0,0,0.1,13
481,1976,5,28,5/28/1976,12:30:00,SC,1,0,0,32.85,-81.08,32.9,-81.05,4.3,33
482,1976,5,28,5/28/1976,13:30:00,SC,1,0,0,33.25,-81.65,33.3,-81.68,4.1,33
483,1976,5,28,5/28/1976,17:00:00,SC,1,0,0,33.33,-81.5,0,0,0.5,100
484,1976,6,2,6/2/1976,15:00:00,NC,2,0,0,35.12,-78.18,0,0,0.3,13
485,1976,6,19,6/19/1976,16:30:00,SC,1,0,0,35.03,-81.97,0,0,0.2,50
486,1976,6,21,6/21/1976,13:30:00,SC,1,0,0,33.02,-80.18,0,0,0.2,27
487,1976,6,28,6/28/1976,18:30:00,NC,2,0,0,35.32,-83.17,0,0,0.2,10
488,1976,7,15,7/15/1976,16:00:00,NC,1,0,0,34.98,-80.37,0,0,0.1,10
489,1976,7,25,7/25/1976,17:10:00,NC,1,0,0,34.7,-76.85,0,0,0.1,10
490,1976,7,29,7/29/1976,16:00:00,NC,1,0,0,35.22,-83.37,0,0,1.5,10
491,1976,8,16,8/16/1976,13:30:00,NC,1,0,0,33.88,-78.5,0,0,0.1,10
492,1976,10,8,10/8/1976,15:00:00,NC,1,0,0,36,-79.87,0,0,0.7,13
493,1976,10,8,10/8/1976,15:00:00,NC,1,0,0,35.9,-80.12,0,0,0.5,13
494,1976,10,9,10/9/1976,2:00:00,NC,1,0,0,35.45,-80.25,35.48,-80.2,3.6,40
495,1976,10,9,10/9/1976,2:30:00,SC,0,0,0,34.73,-80.07,0,0,0.1,100
496,1976,10,9,10/9/1976,4:00:00,NC,2,0,0,34.77,-79.43,34.83,-79.37,6.1,20
497,1976,10,9,10/9/1976,4:45:00,NC,1,0,0,35.3,-77.77,35.37,-77.7,5.7,50
498,1977,2,24,2/24/1977,5:00:00,SC,1,0,0,33.55,-81.73,0,0,0.1,67
499,1977,2,24,2/24/1977,5:20:00,SC,1,0,0,33.65,-80.42,0,0,0.1,60
500,1977,2,27,2/27/1977,18:15:00,NC,1,0,0,35.2,-77.3,35.27,-77.12,11.4,17
501,1977,3,4,3/4/1977,11:20:00,SC,1,0,0,34.72,-80.58,0,0,1.1,20
502,1977,3,4,3/4/1977,12:30:00,NC,1,0,0,35.37,-79.65,0,0,2,20
503,1977,3,4,3/4/1977,12:45:00,NC,0,0,0,34.68,-79.2,0,0,0.5,20
504,1977,3,4,3/4/1977,13:15:00,NC,1,4,0,34.48,-79.17,34.65,-79.17,11.5,30
505,1977,3,4,3/4/1977,14:15:00,NC,1,0,0,35.47,-78.17,0,0,0.5,20
506,1977,3,4,3/4/1977,14:35:00,NC,1,2,0,35.48,-78.08,0,0,0.2,10
507,1977,3,4,3/4/1977,14:45:00,NC,1,0,0,35.18,-78.07,0,0,0.2,10
508,1977,3,4,3/4/1977,15:45:00,NC,3,0,0,35.48,-77.55,35.53,-77.48,4.9,60
509,1977,4,4,4/4/1977,20:30:00,NC,1,0,0,36.32,-81.02,36.37,-80.92,6.4,100
510,1977,4,20,4/20/1977,16:00:00,NC,0,0,0,34.75,-77.43,0,0,0.5,20
511,1977,5,5,5/5/1977,16:40:00,NC,1,0,0,36.33,-79.03,0,0,0.5,30
512,1977,5,5,5/5/1977,17:30:00,NC,1,0,0,35.87,-77.63,0,0,1.5,23
513,1977,5,7,5/7/1977,14:50:00,NC,0,0,0,35.9,-78.68,0,0,1,23
514,1977,5,8,5/8/1977,17:40:00,SC,1,5,0,34.52,-81.97,0,0,1.5,50
515,1977,6,6,6/6/1977,14:00:00,NC,1,3,0,35.92,-82.88,35.7,-82.45,28.5,50
516,1977,6,6,6/6/1977,14:15:00,NC,1,2,0,35.85,-82.63,35.77,-82.3,18.1,50
517,1977,6,6,6/6/1977,14:15:00,NC,1,0,0,35.7,-82.65,35.67,-82.62,2.7,40
518,1977,6,9,6/9/1977,10:30:00,NC,1,1,0,34.72,-76.7,0,0,1.3,20
519,1977,6,19,6/19/1977,14:30:00,SC,1,0,0,33.52,-79.95,0,0,1,33
520,1977,6,19,6/19/1977,20:00:00,SC,1,0,0,33.85,-80.67,0,0,0.3,30
521,1977,6,27,6/27/1977,15:05:00,NC,0,0,0,34.67,-77.45,0,0,0.5,17
522,1977,7,9,7/9/1977,14:00:00,NC,0,0,0,35.87,-81.48,0,0,0.5,20
523,1977,7,12,7/12/1977,12:15:00,NC,1,0,0,34.95,-80.73,0,0,2.6,80
524,1977,7,21,7/21/1977,14:00:00,NC,1,0,0,35.88,-79.42,0,0,0.1,10
525,1977,7,27,7/27/1977,20:00:00,NC,1,0,0,35.65,-79.33,0,0,0.1,10
526,1977,8,17,8/17/1977,11:20:00,NC,1,0,0,35.38,-82.37,35.25,-82.25,11.5,50
527,1977,9,7,9/7/1977,14:00:00,SC,1,0,0,35.08,-82.12,0,0,0.3,77
528,1977,9,16,9/16/1977,13:30:00,NC,1,0,0,35.23,-80.87,0,0,0.2,10
529,1977,10,1,10/1/1977,20:00:00,NC,2,0,0,35.8,-79.83,35.88,-79.7,9.4,40
530,1977,11,4,11/4/1977,16:10:00,NC,0,0,0,35.42,-80.12,0,0,0.3,10
531,1977,11,17,11/17/1977,20:15:00,NC,0,0,0,35.83,-77.05,0,0,0.5,17
532,1977,12,5,12/5/1977,10:20:00,SC,1,0,0,34.75,-82.68,0,0,1,50
533,1977,12,5,12/5/1977,13:35:00,SC,1,0,0,35,-81.85,0,0,0.2,20
534,1977,12,5,12/5/1977,13:42:00,SC,1,1,0,35.07,-81.52,0,0,0.2,17
535,1977,12,5,12/5/1977,16:40:00,SC,1,0,0,35.05,-81.08,0,0,1.5,100
536,1977,12,5,12/5/1977,17:55:00,SC,1,7,0,33.33,-80.83,33.35,-80.67,9.8,130
537,1978,1,8,1/8/1978,16:30:00,NC,1,0,0,35.67,-80.47,0,0,0.5,20
538,1978,4,19,4/19/1978,16:43:00,NC,2,0,0,34.83,-78.03,34.87,-77.83,11.6,70
539,1978,4,19,4/19/1978,17:00:00,NC,1,0,0,34.78,-79.13,34.8,-78.9,13.4,33
540,1978,4,19,4/19/1978,17:25:00,NC,2,3,0,34.93,-77.63,34.95,-77.58,3.3,50
541,1978,4,19,4/19/1978,17:55:00,NC,2,0,0,35.13,-77.27,0,0,0.7,30
542,1978,5,4,5/4/1978,16:50:00,SC,2,1,0,33.43,-80.48,33.73,-79.87,41.2,150
543,1978,5,4,5/4/1978,17:00:00,SC,1,0,0,34.32,-80.4,0,0,0.6,100
544,1978,5,13,5/13/1978,17:45:00,NC,1,0,0,34.28,-77.75,0,0,0.2,17
545,1978,5,13,5/13/1978,18:05:00,NC,0,0,0,34.25,-77.8,0,0,0.1,10
546,1978,6,3,6/3/1978,13:30:00,NC,2,0,0,36,-76.95,0,0,0.8,83
547,1978,6,3,6/3/1978,15:00:00,NC,1,0,0,34.67,-79.37,0,0,0.3,27
548,1978,6,3,6/3/1978,17:15:00,NC,1,0,0,36.08,-77.72,0,0,0.2,20
549,1978,6,6,6/6/1978,16:30:00,NC,1,1,0,35.13,-80.37,0,0,0.3,33
