record,yr,mo,dy,date,time,st,mag,inj,fat,slat,slon,elat,elon,len,wid
2492,2020,9,17,9/17/2020,19:16:00,NC,1,0,0,34.9364,-76.6291,34.9385,-76.6289,0.15,25
2493,2020,9,17,9/17/2020,19:28:00,NC,0,0,0,34.2319,-77.8722,34.2331,-77.87,0.15,20
2494,2020,9,17,9/17/2020,23:33:00,NC,0,0,0,35.2594,-76.6066,35.2602,-76.6052,0.1,20
2495,2020,9,25,9/25/2020,13:24:00,SC,0,0,0,33.7401,-78.8171,33.7423,-78.8151,0.19,25
2496,2020,10,11,10/11/2020,13:20:00,SC,1,0,0,34.3643,-79.5002,34.3683,-79.4929,0.5,40
2497,2020,10,11,10/11/2020,14:19:00,SC,1,1,0,33.8767,-79.0725,33.8809,-79.0711,0.3,30
2498,2020,10,11,10/11/2020,14:31:00,SC,0,0,0,33.8148,-79.0196,33.8334,-78.9871,2.27,20
2499,2020,10,11,10/11/2020,15:51:00,NC,1,0,0,34.1129,-78.6586,34.1723,-78.5948,5.49,30
2500,2020,12,24,12/24/2020,11:16:00,NC,0,0,0,34.3883,-78.7795,34.3903,-78.7793,0.14,20
2501,2020,12,24,12/24/2020,18:30:00,SC,1,0,0,33.6108,-80.1438,33.6137,-80.1394,0.32,50
2502,2021,2,15,2/15/2021,22:34:00,NC,3,10,3,33.9118,-78.5096,34.1774,-78.3008,21.9,275
2503,2021,3,18,3/18/2021,15:01:00,NC,1,0,0,35.93,-79.99,35.95,-79.95,2.63,500
2504,2021,3,18,3/18/2021,15:38:00,NC,1,0,0,36.0629,-79.5485,36.0814,-79.5065,2.52,200
2505,2021,3,18,3/18/2021,16:04:00,NC,1,0,0,36.17,-79.249,36.2,-79.187,4.25,200
2506,2021,3,25,3/25/2021,14:59:00,SC,0,0,0,34.506,-81.723,34.515,-81.687,2.14,25
2507,2021,4,10,4/10/2021,15:50:00,SC,0,0,0,34.707,-82.992,34.717,-82.974,1.23,20
2508,2021,4,10,4/10/2021,16:38:00,SC,0,0,0,34.877,-82.051,34.893,-82.047,1.13,20
2509,2021,4,10,4/10/2021,17:21:00,NC,0,0,0,35.242,-81.823,35.243,-81.823,0.07,20
2510,2021,4,10,4/10/2021,18:10:00,NC,0,0,0,35.667,-81.86,35.674,-81.866,0.59,20
2511,2021,5,3,5/3/2021,10:39:00,SC,1,0,0,35.077,-81.386,35.08,-81.378,0.5,150
2512,2021,5,3,5/3/2021,12:04:00,SC,2,1,0,34.174,-82.696,34.223,-82.185,29.35,150
2513,2021,5,3,5/3/2021,12:23:00,NC,0,0,0,35.2441,-80.2856,35.2528,-80.2616,1.48,150
2514,2021,5,4,5/4/2021,14:23:00,SC,1,0,0,34.3035,-81.1407,34.3143,-81.0767,3.9,300
2515,2021,5,10,5/10/2021,14:46:00,NC,1,0,0,35.9,-79.35,35.9057,-79.3292,1.23,200
2516,2021,6,2,6/2/2021,14:59:00,NC,1,0,0,34.7496,-78.0315,34.767,-78.0021,2.06,75
2517,2021,6,2,6/2/2021,15:22:00,NC,0,0,0,34.3928,-78.8632,34.4106,-78.8436,0.7,35
2518,2021,6,2,6/2/2021,19:04:00,NC,0,0,0,34.5003,-78.7332,34.5033,-78.7306,0.25,20
2519,2021,6,3,6/3/2021,17:45:00,SC,1,0,0,34.2243,-79.2201,34.2396,-79.2086,1.24,70
2520,2021,6,20,6/20/2021,13:07:00,NC,0,0,0,36.0403,-76.488,36.0713,-76.4324,3,75
2521,2021,7,7,7/7/2021,21:44:00,SC,1,0,0,32.3208,-80.6741,32.3227,-80.6745,0.13,50
2522,2021,7,7,7/7/2021,21:50:00,SC,1,0,0,32.3763,-80.6915,32.3851,-80.6941,0.63,75
2523,2021,7,7,7/7/2021,23:00:00,SC,1,0,0,32.5627,-80.2978,32.5789,-80.2981,1.12,100
2524,2021,7,8,7/8/2021,0:36:00,SC,1,0,0,32.9149,-79.7314,32.9259,-79.7367,0.82,150
2525,2021,7,8,7/8/2021,2:12:00,SC,0,0,0,33.8091,-80.0212,33.8284,-80.033,1.5,40
2526,2021,7,8,7/8/2021,13:45:00,NC,0,0,0,36.31,-76.82,36.35,-76.83,2.82,40
2527,2021,7,8,7/8/2021,18:01:00,NC,0,0,0,36.28,-76.12,36.3,-76.11,1.49,60
2528,2021,8,1,8/1/2021,10:14:00,NC,0,0,0,36.2951,-75.8094,36.2881,-75.8059,0.52,100
2529,2021,8,17,8/17/2021,9:15:00,NC,1,0,0,35.804,-81.022,35.868,-81.067,5.09,200
2530,2021,8,17,8/17/2021,10:50:00,SC,0,0,0,34.797,-82.928,34.797,-82.928,0.14,50
2531,2021,8,17,8/17/2021,10:54:00,NC,0,0,0,36.0669,-80.8831,36.0771,-80.8872,0.74,50
2532,2021,8,17,8/17/2021,10:59:00,SC,0,0,0,34.621,-82.725,34.621,-82.725,0.15,50
2533,2021,8,17,8/17/2021,11:03:00,SC,0,0,0,33.6259,-82.0096,33.6466,-82.0013,1.51,100
2534,2021,8,17,8/17/2021,11:11:00,NC,0,0,0,36.1725,-80.9278,36.1817,-80.9319,0.68,75
2535,2021,8,17,8/17/2021,12:53:00,SC,1,0,0,34.765,-82.3,34.798,-82.313,2.4,75
2536,2021,8,17,8/17/2021,13:31:00,SC,0,0,0,33.9508,-81.4697,34.079,-81.419,9.42,75
2537,2021,8,17,8/17/2021,13:33:00,SC,0,0,0,33.9713,-81.4971,34.0338,-81.4956,4.32,50
2538,2021,8,17,8/17/2021,13:49:00,SC,1,0,0,34.079,-81.419,34.107,-81.413,1.96,100
2539,2021,8,17,8/17/2021,13:53:00,SC,1,0,0,34.107,-81.413,34.1476,-81.4019,2.88,250
2540,2021,8,17,8/17/2021,15:40:00,SC,1,0,0,33.59,-80.8721,33.603,-80.872,0.9,50
2541,2021,8,17,8/17/2021,16:07:00,SC,0,0,0,34.657,-82.168,34.657,-82.168,0.2,30
2542,2021,8,17,8/17/2021,16:18:00,SC,1,0,0,34.728,-82.144,34.746,-82.131,1.45,75
2543,2021,8,17,8/17/2021,18:47:00,SC,0,0,0,33.9777,-81.5821,33.9785,-81.5809,0.11,25
2544,2022,1,3,1/3/2022,6:21:00,NC,0,0,0,35.3957,-78.6977,35.3895,-78.7094,0.79,75
2545,2022,1,3,1/3/2022,6:36:00,NC,1,0,0,35.2145,-78.3624,35.2154,-78.3606,0.12,75
2546,2022,3,23,3/23/2022,18:56:00,SC,2,0,0,34.854,-82.828,34.918,-82.75,6.25,440
2547,2022,3,23,3/23/2022,19:29:00,SC,0,0,0,34.851,-82.894,34.852,-82.893,0.09,20
2548,2022,3,23,3/23/2022,20:59:00,NC,1,0,0,35.954,-81.301,36.009,-81.214,6.17,150
2549,2022,3,31,3/31/2022,11:22:00,NC,2,0,0,35.1042,-80.2373,35.1903,-80.1623,7.24,200
2550,2022,3,31,3/31/2022,13:49:00,NC,1,0,0,35.8672,-78.8372,35.8698,-78.835,0.22,100
2551,2022,4,5,4/5/2022,13:50:00,SC,3,1,0,32.9286,-81.3756,33.0518,-81.1998,13.28,1000
2552,2022,4,5,4/5/2022,14:18:00,SC,1,0,0,33.0736,-81.0799,33.1125,-81.0357,3.73,250
2553,2022,4,5,4/5/2022,14:39:00,SC,0,0,0,33.1807,-80.9262,33.1924,-80.8881,2.35,200
2554,2022,4,5,4/5/2022,14:53:00,SC,0,0,0,33.2472,-80.7916,33.2577,-80.78,0.99,50
2555,2022,4,5,4/5/2022,15:07:00,SC,0,0,0,33.334,-80.6961,33.3417,-80.6868,0.76,200
2556,2022,4,5,4/5/2022,15:35:00,SC,2,1,0,33.791,-81.4923,33.8328,-81.4072,5.68,100
2557,2022,4,5,4/5/2022,16:03:00,SC,1,0,0,33.1124,-81.2277,33.1118,-81.2055,1.29,100
2558,2022,4,5,4/5/2022,16:03:00,SC,3,0,0,33.0993,-81.218,33.3642,-80.7123,34.49,500
2559,2022,4,5,4/5/2022,16:20:00,SC,0,0,0,32.8435,-81.0761,32.8561,-81.0502,1.74,250
2560,2022,4,5,4/5/2022,16:20:00,SC,1,0,0,33.8261,-81.0973,33.8518,-81.0003,5.85,40
2561,2022,4,5,4/5/2022,17:12:00,SC,0,0,0,33.169,-80.5188,33.2106,-80.4357,5.6,50
2562,2022,4,5,4/5/2022,17:38:00,SC,2,0,0,33.6907,-80.2292,33.7196,-80.1961,2.76,140
2563,2022,4,5,4/5/2022,17:51:00,SC,1,0,0,33.8947,-79.3035,33.9472,-79.2337,5.4,50
2564,2022,4,6,4/6/2022,20:59:00,SC,0,0,0,32.9187,-80.7411,32.9171,-80.7237,1.02,100
2565,2022,5,6,5/6/2022,14:14:00,SC,1,0,0,34.939,-82.738,34.944,-82.731,0.53,150
2566,2022,5,6,5/6/2022,15:00:00,NC,1,0,0,35.452,-83.447,35.457,-83.442,0.45,50
2567,2022,5,6,5/6/2022,15:08:00,NC,1,0,0,36.0871,-79.2441,36.1248,-79.2009,3.55,400
2568,2022,5,6,5/6/2022,17:41:00,NC,1,0,0,36.3646,-79.7966,36.39,-79.64,7.9,300
2569,2022,5,16,5/16/2022,18:20:00,NC,1,0,0,35.17,-77.18,35.17,-77.18,0.1,80
2570,2022,5,23,5/23/2022,11:36:00,NC,1,0,0,35.246,-80.714,35.346,-80.593,9.76,100
2571,2022,5,23,5/23/2022,14:07:00,NC,0,0,0,36.0455,-78.8639,36.0274,-78.8797,1.53,100
2572,2022,5,23,5/23/2022,16:35:00,SC,0,0,0,34.572,-80.983,34.578,-80.98,0.45,25
2573,2022,5,23,5/23/2022,17:09:00,SC,1,0,0,35.072,-81.945,35.12,-81.873,5.25,200
2574,2022,5,26,5/26/2022,5:15:00,SC,0,0,0,32.7702,-80.674,32.7802,-80.6739,0.69,75
2575,2022,5,26,5/26/2022,14:13:00,NC,0,0,0,35.308,-81.645,35.311,-81.643,0.24,25
2576,2022,5,26,5/26/2022,14:23:00,NC,0,0,0,35.377,-81.636,35.377,-81.636,0.01,25
2577,2022,5,26,5/26/2022,16:59:00,NC,2,1,0,35.951,-80.946,36.025,-80.891,5.97,150
2578,2022,5,26,5/26/2022,17:13:00,NC,1,0,0,36.07,-80.87,36.09,-80.85,1.5,100
2579,2022,5,26,5/26/2022,19:03:00,NC,1,0,0,36.3,-80.59,36.33,-80.56,2.8,100
2580,2022,5,27,5/27/2022,14:57:00,SC,0,0,0,33.9089,-79.0653,33.9161,-79.0507,0.99,15
2581,2022,5,27,5/27/2022,15:32:00,SC,0,0,0,34.0513,-78.8869,34.064,-78.8788,0.99,20
2582,2022,6,16,6/16/2022,16:27:00,SC,0,0,0,34.24,-80.02,34.22,-79.96,3.7,25
2583,2022,6,17,6/17/2022,18:06:00,NC,0,0,0,34.71,-78.84,34.7,-78.84,0.69,30
2584,2022,7,9,7/9/2022,15:29:00,SC,0,0,0,32.4898,-80.3151,32.4903,-80.3151,0.03,25
2585,2022,9,9,9/9/2022,23:21:00,SC,0,0,0,32.875,-79.7514,32.8846,-79.7537,0.68,125
2586,2022,9,30,9/30/2022,10:25:00,NC,0,0,0,33.9128,-78.2882,33.9132,-78.3011,0.74,20
2587,2023,1,4,1/4/2023,9:27:00,SC,0,0,0,33.6098,-81.3907,33.6323,-81.3364,3.49,75
2588,2023,1,4,1/4/2023,9:30:00,SC,0,0,0,33.8859,-81.3356,33.8808,-81.3114,1.43,50
2589,2023,1,4,1/4/2023,9:40:00,SC,1,0,0,33.6653,-81.1892,33.6863,-81.077,6.62,50
2590,2023,1,4,1/4/2023,9:42:00,SC,0,0,0,33.8849,-81.2369,33.8843,-81.1571,4.58,50
2591,2023,1,4,1/4/2023,10:02:00,SC,0,0,0,33.7079,-80.9301,33.7083,-80.9281,0.12,25
